iter	Logloss
481	0.4157896774
482	0.4156730016
483	0.4155544962
484	0.4154197492
485	0.4152413813
486	0.4150838127
487	0.4149412018
488	0.4147509255
489	0.4146719326
490	0.4145697329
491	0.4144694591
492	0.4143528796
493	0.4142341495
494	0.4141380163
495	0.413920521
496	0.4137881493
497	0.4136066999
498	0.4135041793
499	0.4133713903
500	0.4132246388
501	0.4130801982
502	0.4129707123
503	0.4127952332
504	0.4126318549
505	0.4125571952
506	0.4124120165
507	0.4122952764
508	0.4121774772
509	0.4120273233
510	0.4119161362
511	0.4118315261
512	0.4117031025
513	0.4115946437
514	0.4114553389
515	0.4113815137
516	0.4112904199
517	0.4111592358
518	0.4110643224
519	0.4109791667
520	0.4108549478
521	0.4107387214
522	0.4106157223
523	0.4105308554
524	0.4103694673
525	0.4102564506
526	0.4100720803
527	0.4099568489
528	0.409859175
529	0.4097711947
530	0.4096547756
531	0.4095649015
532	0.409498812
533	0.4093713834
534	0.409233202
535	0.4091518017
536	0.4090084204
537	0.4088862559
538	0.4087519262
539	0.4086699482
540	0.4085323766
541	0.4083722724
542	0.4082309132
543	0.4081446983
544	0.407993774
545	0.407906885
546	0.4077505683
547	0.407641917
548	0.4075382408
549	0.4073879585
550	0.4072530831
551	0.4071539007
552	0.4070255091
553	0.4069522617
554	0.4068750342
555	0.406737591
556	0.4065919629
557	0.4065289226
558	0.4064325006
559	0.4063787366
560	0.4062617719
561	0.4061539872
562	0.4060672587
563	0.4059197368
564	0.405843087
565	0.4057431342
566	0.405646006
567	0.4054518137
568	0.4053626458
569	0.4052485378
570	0.4051567057
571	0.4050675057
572	0.4049837944
573	0.4049179616
574	0.4048426279
575	0.4046936295
576	0.4046330287
577	0.4045494779
578	0.4044126767
579	0.4043499253
580	0.4042393802
581	0.4041170551
582	0.4040505483
583	0.4039434697
584	0.4038402429
585	0.4037555366
586	0.4036915013
587	0.4036065061
588	0.4035354413
589	0.4034256986
590	0.4033292766
591	0.4032576662
592	0.4032107391
593	0.4031073839
594	0.4029899056
595	0.4029058733
596	0.402782489
597	0.40272574
598	0.4025863709
599	0.4024917463
600	0.402417536
601	0.402366051
602	0.4022890161
603	0.4022309189
604	0.4021726291
605	0.4020692739
606	0.401952245
607	0.4018871184
608	0.4017966344
609	0.4017201131
610	0.4016542803
611	0.4015998744
612	0.4015042869
613	0.4013886061
614	0.4013102872
615	0.4012116183
616	0.4011168332
617	0.401063968
618	0.400978716
619	0.4009186288
620	0.4008414012
621	0.4007583961
622	0.4006290737
623	0.4004962205
624	0.4004313507
625	0.4003812459
626	0.400237319
627	0.400157652
628	0.4000519857
629	0.3999542156
630	0.3999040466
631	0.3998590774
632	0.3998103528
633	0.3997602159
634	0.3997154394
635	0.3996178939
636	0.3995496217
637	0.3994775298
638	0.3993704512
639	0.3992611579
640	0.3991692938
641	0.3990727433
642	0.3989794348
643	0.3989108416
644	0.3988260068
645	0.3987717935
646	0.3986670902
647	0.3986109831
648	0.3985228423
649	0.3984638784
650	0.3983995222
651	0.3983457261
652	0.3982398994
653	0.3981426107
654	0.3980663461
655	0.3979828916
656	0.3979138169
657	0.3978415325
658	0.3977621544
659	0.3977012005
660	0.3976212125
661	0.3975729694
662	0.3974433581
663	0.3973610912
664	0.3973130407
665	0.3972354922
666	0.3971585857
667	0.3970505442
668	0.3969690797
669	0.3969112714
670	0.3968468189
671	0.3967584213
672	0.3967017043
673	0.3966273656
674	0.3965288893
675	0.3964250526
676	0.3963855722
677	0.3963010905
678	0.3962367022
679	0.3961017626
680	0.3960555417
681	0.3959666305
682	0.3959200244
683	0.3958639173
684	0.3957968969
685	0.395724484
686	0.3956742187
687	0.395581167
688	0.3954747625
689	0.3953807798
690	0.3953018511
691	0.3952468674
692	0.3951225523
693	0.3950692377
694	0.3949850129
695	0.394916869
696	0.3948627199
697	0.3948018944
698	0.3947315037
699	0.3946426889
700	0.3945848806
701	0.3945260451
702	0.3944356254
703	0.3943498277
704	0.3942943947
705	0.394194827
706	0.3941267795
707	0.394032829
708	0.3939465819
709	0.3938930747
710	0.3937939886
711	0.3937336124
712	0.3936336596
713	0.3935883374
714	0.3934490646
715	0.3934194704
716	0.3933177201
717	0.3932331421
718	0.3931866965
719	0.3931430433
720	0.3930900818
721	0.3930454016
722	0.3929826181
723	0.3929003191
724	0.3928502464
725	0.3927703547
726	0.3927144402
727	0.3926519456
728	0.392592051
729	0.3925261219
730	0.3924730962
731	0.3923829332
732	0.392320567
733	0.3922314633
734	0.3921645071
735	0.3920942127
736	0.3920236615
737	0.3919807788
738	0.3919270148
739	0.3918881442
740	0.3918068724
741	0.3917355509
742	0.3916546
743	0.3915884142
744	0.3914935649
745	0.3914454501
746	0.3913976243
747	0.3913603265
748	0.391311634
749	0.3912590898
750	0.3911912028
751	0.3911361549
752	0.3910503572
753	0.3909961439
754	0.390938464
755	0.390867656
756	0.3908244844
757	0.3907710735
758	0.3907241143
759	0.3906458275
760	0.3905689852
761	0.3904639609
762	0.3904067303
763	0.390316439
764	0.3902711809
765	0.39019742
766	0.3901286663
767	0.3900828947
768	0.3900365133
769	0.3899890726
770	0.3899234966
771	0.3898619329
772	0.3897988926
773	0.3897396399
774	0.3896744812
775	0.3896322083
776	0.3895933698
777	0.389474736
778	0.389395711
779	0.3893573219
780	0.3892902694
781	0.3892629862
782	0.3891944893
783	0.3891508362
784	0.3891078892
785	0.3890576881
786	0.3889925936
787	0.3889258621
788	0.3888534493
789	0.3888035691
790	0.3887403363
791	0.3886674099
792	0.3885862985
793	0.3885466255
794	0.3884996984
795	0.3884409914
796	0.3883494161
797	0.3882711614
798	0.3882235282
799	0.3881795541
800	0.3881458513
801	0.3881000155
802	0.3880307803
803	0.387989021
804	0.3879332348
805	0.3878988259
806	0.3878442595
807	0.3877685406
808	0.3877243097
809	0.387659825
810	0.3876099449
811	0.3875538057
812	0.3875138438
813	0.3874691315
814	0.3874236487
815	0.3873773957
816	0.3873374338
817	0.3872744578
818	0.3872311898
819	0.3871852256
820	0.3871435305
821	0.3871066179
822	0.3870575402
823	0.3870152031
824	0.3869734437
825	0.3869246871
826	0.3868712441
827	0.3868096803
828	0.3867663482
829	0.3867303985
830	0.3866588844
831	0.3866031946
832	0.3865546305
833	0.3864791683
834	0.386428903
835	0.3863778353
836	0.3863271206
837	0.38628886
838	0.3862139435
839	0.3861437775
840	0.386110492
841	0.3860794533
842	0.3860507578
843	0.3860253042
844	0.3859798857
845	0.3859146628
846	0.3858539977
847	0.3857996239
848	0.3857713778
849	0.3857415267
850	0.3856777803
851	0.3856230213
852	0.3855850816
853	0.385527819
854	0.3854815338
855	0.3854075161
856	0.3853819983
857	0.3853380563
858	0.3852938896
859	0.3852003563
860	0.3851536539
861	0.3850811447
862	0.3850570071
863	0.3849824758
864	0.3849298674
865	0.3848654148
866	0.3848342799
867	0.3847858442
868	0.3847389812
869	0.3846962911
870	0.3846745929
871	0.3846368137
872	0.3845893409
873	0.3845438903
874	0.3845027408
875	0.3844804006
876	0.3844387376
877	0.3843843317
878	0.3843535498
879	0.3843051462
880	0.3842040057
881	0.3841514615
882	0.3841170846
883	0.384064412
884	0.3840186083
885	0.3839849055
886	0.3839661604
887	0.3839389734
888	0.3839102458
889	0.3838626768
890	0.3837752742
891	0.3837364679
892	0.3836949332
893	0.3836632847
894	0.383613565
895	0.3835518729
896	0.3834782724
897	0.3834342341
898	0.3833965191
899	0.3833666039
900	0.3833432687
901	0.3832990699
902	0.383257792
903	0.3831882359
904	0.3831406989
905	0.3830906583
906	0.3830460101
907	0.3829839649
908	0.3829404723
909	0.3829052288
910	0.382843986
911	0.3828184361
912	0.3827414333
913	0.382687894
914	0.3826224143
915	0.3825970249
916	0.3825581222
917	0.3825033953
918	0.3824585546
919	0.3823994623
920	0.3823241286
921	0.3822969096
922	0.3822492442
923	0.3822120107
924	0.3821561282
925	0.3821163911
926	0.382076686
927	0.3820451979
928	0.3819954783
929	0.3819378947
930	0.381898318
931	0.3818642942
932	0.3818483095
933	0.3817896987
934	0.3817139477
935	0.3816788968
936	0.3816225329
937	0.3815789119
938	0.3815485794
939	0.3815163531
940	0.381481559
941	0.3814565547
942	0.3814119066
943	0.3813723941
944	0.3813437628
945	0.3813079094
946	0.3812774164
947	0.3812366521
948	0.3811999963
949	0.3811674169
950	0.3811112777
951	0.3810679456
952	0.3810314182
953	0.3809720371
954	0.3809340332
955	0.3809100561
956	0.3808679115
957	0.38083331
958	0.3807904272
959	0.3807232463
960	0.3806678133
961	0.3806348809
962	0.380603778
963	0.3805685666
964	0.3805326812
965	0.3805145138
966	0.3804664311
967	0.3804419725
968	0.3803719349
969	0.3803237881
970	0.3802943864
971	0.3802266599
972	0.3801891696
973	0.3801495929
974	0.3800926191
975	0.3800472969
976	0.380009967
977	0.3799662818
978	0.3799328358
979	0.3798900814
980	0.3798379544
981	0.3797930174
982	0.379768623
983	0.3797360757
984	0.3796920695
985	0.379654515
986	0.3796047312
987	0.3795791492
988	0.3795480463
989	0.3795056129
990	0.3794712361
991	0.3794085489
992	0.3793646711
993	0.379326603
994	0.3792579777
995	0.3792219638
996	0.3791934288
997	0.3791654395
998	0.3791266652
999	0.3790848096
